checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
<0,9,existing paid,new car,709,<100,>=7,4,male single,none,4,car,67,none,own,2,unskilled resident,1,yes,yes,good
no checking,36,existing paid,furniture/equipment,2671,<100,>=7,4,male single,none,4,life insurance,53,none,own,2,skilled,1,yes,yes,good
0<=X<200,9,existing paid,new car,2214,<100,1<=X<4,1,female div/dep/mar,none,3,real estate,35,none,rent,2,skilled,2,none,yes,good
no checking,48,existing paid,used car,10722,<100,4<=X<7,4,male single,none,4,no known property,36,bank,own,2,high qualif/self emp/mgmt,2,none,yes,good
0<=X<200,24,all paid,business,1546,<100,4<=X<7,3,female div/dep/mar,none,2,life insurance,60,none,for free,3,unskilled resident,1,none,yes,bad
0<=X<200,48,existing paid,education,10722,<100,>=7,4,male single,none,4,no known property,50,none,for free,1,skilled,1,none,yes,good
0<=X<200,18,existing paid,furniture/equipment,2600,<100,1<=X<4,4,male single,none,4,life insurance,40,none,own,2,unskilled resident,1,yes,yes,good
>=200,24,delayed previously,used car,2439,<100,>=7,3,male single,none,4,real estate,40,bank,own,2,unskilled resident,1,yes,yes,bad
no checking,18,all paid,new car,2389,<100,1<=X<4,2,female div/dep/mar,none,4,life insurance,36,none,own,1,skilled,2,none,yes,good
<0,6,critical/other existing credit,furniture/equipment,2647,500<=X<1000,<1,2,male mar/wid,guarantor,4,real estate,52,none,own,1,high qualif/self emp/mgmt,2,none,yes,good
no checking,36,critical/other existing credit,furniture/equipment,4795,<100,>=7,2,female div/dep/mar,none,4,life insurance,42,none,own,1,unskilled resident,1,none,yes,bad
<0,12,critical/other existing credit,new car,2315,<100,4<=X<7,2,male single,none,2,life insurance,49,none,own,1,unskilled resident,1,none,yes,good
<0,30,critical/other existing credit,business,2522,<100,>=7,4,male single,none,3,real estate,48,none,own,2,unskilled resident,1,none,yes,bad
0<=X<200,6,existing paid,new car,448,100<=X<500,4<=X<7,4,female div/dep/mar,none,4,car,52,none,own,3,high qualif/self emp/mgmt,1,yes,yes,good
<0,48,no credits/all paid,education,6758,<100,>=7,4,male single,none,4,no known property,31,none,own,2,skilled,2,yes,yes,good
<0,6,critical/other existing credit,new car,448,<100,>=7,4,male single,none,4,life insurance,51,none,own,2,high qualif/self emp/mgmt,2,yes,yes,good
no checking,8,all paid,new car,1200,<100,>=7,3,female div/dep/mar,none,4,real estate,67,none,own,4,unskilled resident,2,yes,yes,good
0<=X<200,21,existing paid,new car,1603,<100,4<=X<7,3,female div/dep/mar,none,4,life insurance,56,none,own,2,skilled,1,yes,yes,good
no checking,27,existing paid,used car,2522,<100,>=7,4,male single,none,4,life insurance,52,none,own,2,skilled,1,yes,yes,good
no checking,8,critical/other existing credit,new car,709,<100,>=7,4,male single,none,4,car,67,none,own,2,unskilled resident,1,yes,yes,good
0<=X<200,30,existing paid,used car,2522,<100,>=7,1,male single,guarantor,3,real estate,39,none,own,2,unskilled resident,1,yes,yes,good
no checking,6,critical/other existing credit,new car,1169,<100,>=7,4,male single,none,4,real estate,48,none,own,2,skilled,1,yes,yes,good
<0,36,existing paid,furniture/equipment,4795,<100,>=7,4,male single,none,4,real estate,48,none,own,2,skilled,2,none,yes,good
0<=X<200,24,existing paid,used car,2384,<100,4<=X<7,3,male single,none,4,life insurance,46,none,own,2,unskilled resident,1,yes,yes,bad
<0,12,existing paid,new car,1200,no known savings,1<=X<4,4,female div/dep/mar,none,4,car,50,none,own,1,skilled,1,yes,yes,good
<0,36,all paid,furniture/equipment,2323,<100,>=7,4,male single,none,4,real estate,64,none,own,1,unskilled resident,1,yes,yes,bad
0<=X<200,12,existing paid,new car,1364,<100,>=7,4,male single,none,4,real estate,56,none,own,3,unskilled resident,1,yes,yes,good
<0,24,existing paid,used car,1659,<100,1<=X<4,4,female div/dep/mar,none,2,car,54,none,for free,2,unskilled resident,1,yes,yes,bad
no checking,12,no credits/all paid,new car,1366,<100,>=7,4,male single,none,4,car,56,none,own,1,unskilled resident,1,yes,yes,good
no checking,9,existing paid,new car,709,<100,<1,4,male single,none,4,life insurance,67,none,own,2,unskilled resident,1,none,yes,good
no checking,6,critical/other existing credit,new car,338,<100,>=7,3,female div/dep/mar,none,4,car,67,none,own,2,skilled,1,yes,yes,good
<0,12,existing paid,radio/tv,1200,<100,>=7,3,female div/dep/mar,none,3,real estate,38,none,own,2,unskilled resident,2,yes,yes,good
no checking,12,critical/other existing credit,used car,1053,no known savings,>=7,4,male single,none,4,real estate,42,none,own,2,unskilled resident,1,yes,yes,good
<0,18,existing paid,furniture/equipment,2600,<100,4<=X<7,4,male single,guarantor,3,life insurance,45,none,rent,1,unskilled resident,1,yes,yes,good
no checking,12,critical/other existing credit,radio/tv,1053,<100,>=7,3,male mar/wid,none,4,real estate,42,none,own,2,unskilled resident,1,yes,yes,good
0<=X<200,12,critical/other existing credit,used car,385,<100,>=7,4,male mar/wid,none,4,real estate,65,none,own,3,unskilled resident,1,yes,yes,good
<0,11,critical/other existing credit,new car,1200,<100,>=7,4,female div/dep/mar,none,4,real estate,51,none,own,2,skilled,1,yes,yes,good
no checking,18,existing paid,new car,2600,<100,4<=X<7,4,male single,none,3,life insurance,42,none,own,2,unskilled resident,1,yes,yes,good
0<=X<200,24,critical/other existing credit,used car,1938,<100,1<=X<4,4,male single,none,4,car,63,none,own,2,unskilled resident,1,yes,yes,bad
>=200,24,existing paid,radio/tv,1987,<100,1<=X<4,2,female div/dep/mar,none,4,real estate,43,none,own,2,unskilled resident,2,yes,yes,bad
<0,24,existing paid,new car,1823,<100,>=7,4,female div/dep/mar,none,2,car,42,none,own,2,unskilled resident,1,yes,yes,bad
>=200,36,delayed previously,furniture/equipment,4795,<100,>=7,4,male single,none,3,car,59,none,own,2,skilled,1,none,yes,good
no checking,12,existing paid,used car,795,<100,>=7,4,female div/dep/mar,none,4,real estate,50,none,own,2,unskilled resident,1,yes,yes,good
<0,24,existing paid,used car,1823,<100,>=7,4,male mar/wid,none,4,car,65,none,own,2,unskilled resident,1,yes,yes,bad
0<=X<200,21,existing paid,new car,2439,<100,4<=X<7,2,male mar/wid,none,4,life insurance,53,bank,own,2,skilled,1,yes,yes,good
no checking,36,critical/other existing credit,used car,2671,<100,>=7,4,male single,none,3,real estate,42,none,own,2,unskilled resident,1,yes,yes,good
<0,48,existing paid,used car,10722,<100,4<=X<7,3,male single,none,4,no known property,38,none,for free,1,high qualif/self emp/mgmt,1,none,yes,good
no checking,48,existing paid,repairs,10722,<100,4<=X<7,2,female div/dep/mar,none,4,car,42,bank,for free,2,skilled,1,none,yes,bad
no checking,24,delayed previously,used car,1231,no known savings,>=7,4,female div/dep/mar,none,4,no known property,63,none,own,1,unskilled resident,1,none,yes,bad
no checking,42,existing paid,repairs,3965,<100,>=7,3,male single,none,4,life insurance,45,none,own,1,unskilled resident,2,yes,yes,bad
no checking,42,critical/other existing credit,furniture/equipment,1845,<100,>=7,4,male single,none,4,no known property,43,none,own,2,unskilled resident,1,yes,yes,bad
no checking,24,all paid,used car,2606,<100,4<=X<7,4,male single,none,4,life insurance,49,none,own,1,unskilled resident,1,yes,yes,bad
0<=X<200,18,existing paid,radio/tv,1345,<100,1<=X<4,4,female div/dep/mar,none,2,life insurance,45,none,for free,2,skilled,1,none,yes,good
<0,15,delayed previously,furniture/equipment,1680,<100,>=7,4,male single,none,4,no known property,54,none,own,2,unskilled resident,1,yes,yes,good
no checking,24,existing paid,used car,2439,<100,>=7,3,male single,none,4,real estate,46,none,own,2,unskilled resident,1,yes,yes,good
0<=X<200,6,critical/other existing credit,new car,1957,<100,1<=X<4,1,male single,none,4,real estate,51,none,own,2,skilled,2,yes,yes,good
0<=X<200,24,existing paid,radio/tv,2384,<100,1<=X<4,4,male single,none,4,life insurance,46,none,own,1,skilled,1,yes,yes,bad
<0,24,all paid,new car,1282,>=1000,4<=X<7,4,male single,none,4,no known property,52,none,own,2,skilled,1,yes,yes,bad
<0,12,no credits/all paid,new car,674,<100,>=7,4,male single,none,4,real estate,56,none,own,2,unskilled resident,1,yes,yes,bad
0<=X<200,36,existing paid,used car,2671,<100,>=7,3,male single,none,4,life insurance,49,none,own,2,skilled,1,yes,yes,good
<0,12,all paid,used car,385,<100,4<=X<7,4,male single,none,4,real estate,63,stores,own,2,unskilled resident,1,yes,yes,good
no checking,24,existing paid,used car,1659,<100,>=7,4,male single,none,4,no known property,56,none,own,2,unskilled resident,1,none,yes,bad
0<=X<200,8,critical/other existing credit,new car,2214,<100,1<=X<4,3,male single,none,2,real estate,45,none,rent,1,unskilled resident,1,yes,yes,good
<0,48,existing paid,repairs,7763,<100,>=7,1,male single,none,3,no known property,41,none,own,2,skilled,1,none,no,bad
0<=X<200,12,existing paid,new car,385,<100,>=7,4,male single,none,4,real estate,65,none,own,2,unskilled resident,1,yes,yes,good
no checking,12,critical/other existing credit,new car,1680,<100,>=7,2,male single,none,4,real estate,54,none,own,2,unskilled resident,1,none,yes,good
0<=X<200,18,existing paid,new car,1345,<100,4<=X<7,4,female div/dep/mar,none,2,life insurance,40,none,own,2,unskilled resident,1,yes,yes,good
no checking,24,existing paid,business,1024,<100,>=7,4,male mar/wid,none,4,car,43,none,own,3,unskilled resident,1,yes,yes,bad
no checking,36,existing paid,furniture/equipment,2302,<100,>=7,4,male single,none,4,life insurance,64,none,own,2,unskilled resident,1,yes,yes,bad
no checking,15,critical/other existing credit,furniture/equipment,684,<100,<1,4,female div/dep/mar,none,4,life insurance,43,none,own,2,unskilled resident,2,yes,yes,good
0<=X<200,16,delayed previously,furniture/equipment,1498,<100,>=7,4,male single,none,4,no known property,42,none,own,2,unskilled resident,1,yes,yes,good
<0,30,existing paid,radio/tv,1919,<100,>=7,4,male single,none,2,car,60,none,for free,2,unskilled resident,1,yes,yes,bad
<0,12,existing paid,used car,1053,<100,>=7,2,male single,none,4,real estate,43,none,own,2,unskilled resident,2,yes,yes,good
<0,15,critical/other existing credit,new car,709,500<=X<1000,>=7,4,female div/dep/mar,none,4,life insurance,50,none,own,2,skilled,1,yes,yes,bad
<0,12,existing paid,new car,1498,<100,1<=X<4,2,male single,none,4,real estate,52,none,own,2,skilled,1,yes,yes,good
0<=X<200,42,existing paid,repairs,4933,<100,>=7,2,female div/dep/mar,none,4,car,42,none,own,2,unskilled resident,1,none,yes,good
no checking,18,critical/other existing credit,new car,1345,<100,1<=X<4,4,female div/dep/mar,none,2,life insurance,32,none,own,2,high qualif/self emp/mgmt,2,none,yes,good
<0,18,existing paid,new car,1936,no known savings,>=7,2,male mar/wid,none,4,life insurance,56,none,own,2,unskilled resident,1,yes,yes,good
no checking,12,existing paid,new car,1053,<100,1<=X<4,4,male single,none,4,car,42,none,own,2,unskilled resident,1,yes,yes,good
0<=X<200,12,all paid,new car,795,100<=X<500,>=7,4,male single,none,2,real estate,33,none,own,2,unskilled resident,2,none,yes,bad
0<=X<200,12,existing paid,used car,1053,<100,>=7,3,male single,none,4,real estate,50,none,own,2,skilled,1,yes,yes,good
no checking,45,no credits/all paid,used car,7174,<100,>=7,3,male single,guarantor,4,life insurance,24,none,rent,2,skilled,1,yes,yes,good
0<=X<200,18,critical/other existing credit,new car,3509,<100,>=7,3,male single,none,4,real estate,24,none,rent,2,unskilled resident,1,yes,yes,good
0<=X<200,48,delayed previously,used car,6758,<100,>=7,4,male single,none,4,no known property,31,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad
<0,12,all paid,furniture/equipment,1366,<100,>=7,2,male mar/wid,none,4,real estate,43,none,own,2,unskilled resident,2,yes,yes,good
<0,48,existing paid,furniture/equipment,7476,<100,4<=X<7,4,male single,none,4,no known property,50,none,for free,2,skilled,1,none,yes,bad
0<=X<200,12,existing paid,new car,1680,<100,>=7,2,male single,none,4,real estate,43,none,own,2,unskilled resident,2,yes,yes,good
0<=X<200,21,existing paid,furniture/equipment,1823,<100,4<=X<7,4,female div/dep/mar,none,2,car,48,none,rent,1,unskilled resident,1,none,yes,bad
no checking,60,existing paid,education,6288,<100,>=7,4,male single,none,3,life insurance,59,none,for free,2,skilled,1,none,yes,good
no checking,36,existing paid,furniture/equipment,2323,<100,>=7,4,male single,none,4,life insurance,49,none,own,2,unskilled resident,1,yes,yes,bad
>=200,12,existing paid,radio/tv,1366,<100,1<=X<4,4,male single,none,4,life insurance,50,none,own,1,unskilled resident,1,yes,yes,good
<0,36,critical/other existing credit,furniture/equipment,4795,<100,>=7,4,male single,none,3,no known property,59,none,for free,2,unskilled resident,1,none,yes,bad
no checking,24,existing paid,used car,2606,<100,1<=X<4,4,male single,none,4,life insurance,36,none,own,1,skilled,1,none,yes,good
0<=X<200,24,all paid,used car,2606,<100,4<=X<7,4,male single,guarantor,4,life insurance,52,none,own,2,unskilled resident,1,yes,yes,bad
no checking,42,critical/other existing credit,education,4370,<100,>=7,4,male single,none,4,real estate,49,none,own,1,skilled,1,none,yes,good
0<=X<200,12,existing paid,new car,1200,<100,>=7,2,male single,none,3,car,28,none,own,2,unemp/unskilled non res,1,none,yes,good
no checking,12,existing paid,used car,1680,<100,>=7,4,male single,none,4,real estate,63,none,own,2,unskilled resident,1,none,yes,good
no checking,18,all paid,furniture/equipment,1940,<100,1<=X<4,2,male mar/wid,none,4,real estate,56,none,own,2,unskilled resident,1,yes,yes,good
0<=X<200,48,existing paid,used car,7763,<100,4<=X<7,3,male single,none,4,no known property,24,none,rent,2,skilled,2,yes,yes,bad
no checking,12,existing paid,new car,1200,100<=X<500,1<=X<4,3,male single,none,4,car,56,none,own,2,skilled,1,yes,yes,good
no checking,24,all paid,radio/tv,1603,500<=X<1000,>=7,4,female div/dep/mar,none,4,no known property,63,none,own,2,unskilled resident,1,none,yes,bad
no checking,30,existing paid,used car,1715,<100,>=7,4,female div/dep/mar,none,4,life insurance,63,none,own,1,unskilled resident,1,yes,yes,bad
<0,18,critical/other existing credit,new car,2389,<100,1<=X<4,2,female div/dep/mar,none,4,life insurance,52,none,own,2,skilled,1,yes,yes,good
0<=X<200,18,existing paid,new car,1345,<100,>=7,4,female div/dep/mar,none,4,no known property,56,none,own,3,unskilled resident,1,yes,yes,good
<0,12,existing paid,used car,385,100<=X<500,>=7,4,female div/dep/mar,none,4,real estate,50,none,own,2,skilled,1,yes,yes,good
no checking,24,all paid,business,1987,<100,4<=X<7,2,male single,none,4,real estate,53,none,own,2,skilled,1,yes,yes,bad
0<=X<200,48,existing paid,used car,7763,<100,4<=X<7,3,male single,none,4,no known property,38,bank,own,2,skilled,2,none,yes,bad
no checking,27,existing paid,used car,3416,<100,<1,3,male single,none,4,life insurance,42,bank,own,2,unskilled resident,2,yes,yes,bad
no checking,18,existing paid,furniture/equipment,1880,500<=X<1000,>=7,4,male single,none,2,car,45,none,rent,1,skilled,1,none,yes,good
0<=X<200,6,existing paid,new car,448,100<=X<500,>=7,3,female div/dep/mar,none,4,life insurance,67,none,own,3,high qualif/self emp/mgmt,1,none,yes,good
0<=X<200,24,existing paid,used car,2606,<100,>=7,4,male single,guarantor,4,life insurance,53,none,own,2,skilled,1,yes,yes,good
no checking,12,existing paid,new car,1200,<100,>=7,3,male mar/wid,none,4,real estate,65,none,own,2,unskilled resident,1,yes,yes,good
0<=X<200,15,critical/other existing credit,business,2214,100<=X<500,>=7,1,male div/sep,none,2,life insurance,35,none,rent,1,unskilled resident,1,none,yes,bad
0<=X<200,15,critical/other existing credit,furniture/equipment,709,<100,>=7,4,male single,none,4,life insurance,63,none,own,2,skilled,1,yes,yes,good
0<=X<200,9,existing paid,radio/tv,1053,<100,1<=X<4,3,male mar/wid,none,4,car,48,none,own,1,skilled,2,yes,yes,good
no checking,18,critical/other existing credit,furniture/equipment,3190,<100,>=7,4,male single,none,3,real estate,40,bank,own,2,unskilled resident,2,yes,yes,good
<0,9,existing paid,new car,684,<100,>=7,4,male mar/wid,none,4,life insurance,48,none,own,2,skilled,2,yes,yes,good
no checking,12,critical/other existing credit,radio/tv,1366,<100,>=7,4,male single,none,4,car,65,none,own,3,skilled,1,yes,yes,good
0<=X<200,15,critical/other existing credit,new car,1200,100<=X<500,>=7,4,female div/dep/mar,none,4,life insurance,50,none,own,2,skilled,1,none,yes,good
<0,20,existing paid,repairs,1659,500<=X<1000,>=7,4,male single,none,4,no known property,65,none,own,2,unskilled resident,1,yes,yes,good
<0,42,existing paid,repairs,4933,<100,>=7,4,male single,none,4,real estate,57,none,own,2,unskilled resident,1,none,yes,bad
no checking,24,existing paid,business,1603,<100,>=7,4,female div/dep/mar,none,4,no known property,54,none,own,2,skilled,1,yes,yes,bad
no checking,12,existing paid,new car,2315,<100,4<=X<7,4,male single,none,3,life insurance,60,none,own,1,unskilled resident,1,yes,yes,good
<0,21,existing paid,repairs,3357,<100,>=7,4,male single,none,4,life insurance,20,none,for free,2,skilled,1,yes,yes,good
<0,12,existing paid,furniture/equipment,1366,<100,4<=X<7,4,male single,none,4,real estate,63,none,own,1,unskilled resident,1,yes,yes,good
no checking,12,existing paid,new car,1138,<100,>=7,2,male single,none,4,real estate,56,none,own,2,skilled,1,yes,yes,good
